Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ15,OUT045,3136.0
NCW18,OUT018,3744.0
FDK56,OUT018,2752.0
FDF44,OUT046,2144.0
FDP51,OUT049,2048.0
FDU22,OUT027,3776.0
FDM28,OUT017,3168.0
NCL42,OUT046,4224.0
FDJ15,OUT019,1342.0
FDI32,OUT018,1376.0
DRL11,OUT046,2624.0
DRO59,OUT018,800.0
FDA07,OUT019,64.0
NCO53,OUT013,3008.0
FDO21,OUT045,3904.0
FDW39,OUT045,3040.0
NCV17,OUT013,2304.0
FDE22,OUT046,2592.0
NCB06,OUT018,2304.0
DRF48,OUT017,3392.0
FDB05,OUT013,4224.0
FDP28,OUT027,6240.0
FDP23,OUT046,3712.0
NCS41,OUT018,2752.0
FDS40,OUT018,160.0
FDA16,OUT017,3936.0
FDN20,OUT035,3136.0
FDF04,OUT027,6304.0
DRG36,OUT018,2362.0
FDW16,OUT018,1184.0
FDU09,OUT017,928.0
FDW01,OUT046,2528.0
FDB15,OUT045,4224.0
NCJ17,OUT049,1280.0
NCT18,OUT018,2720.0
FDG16,OUT018,3244.0
FDP27,OUT017,3251.0
FDQ44,OUT027,3904.0
FDL50,OUT027,4032.0
FDW57,OUT027,4800.0
FDS34,OUT013,2048.0
NCV30,OUT035,1124.0
FDD26,OUT018,2612.0
FDA03,OUT045,2528.0
FDS27,OUT018,3072.0
FDM12,OUT013,3264.0
NCV42,OUT027,3456.0
NCS41,OUT046,3104.0
FDN56,OUT018,1920.0
DRK59,OUT046,4000.0
NCG18,OUT046,1664.0
NCN26,OUT017,2112.0
FDI60,OUT027,2853.0
NCI43,OUT049,924.0
NCL17,OUT049,2320.0
FDQ19,OUT019,2112.0
FDY43,OUT049,2816.0
FDR36,OUT049,512.0
FDJ58,OUT049,2854.0
DRY23,OUT045,512.0
FDK26,OUT027,4960.0
DRH03,OUT045,1504.0
FDC10,OUT010,-64.0
FDD23,OUT013,3264.0
FDP32,OUT045,1960.0
FDO31,OUT035,1504.0
FDQ57,OUT013,2464.0
FDX32,OUT027,4288.0
FDC39,OUT027,5312.0
FDU55,OUT046,4512.0
FDL45,OUT013,2080.0
DRK37,OUT049,3328.0
FDK22,OUT013,3744.0
DRG37,OUT027,4544.0
FDK22,OUT017,3840.0
DRH36,OUT018,848.0
DRC36,OUT018,2656.0
DRE03,OUT027,2624.0
FDF34,OUT046,3392.0
FDZ22,OUT046,1280.0
FDC44,OUT010,-320.0
FDN31,OUT027,4928.0
FDO03,OUT017,4160.0
FDA01,OUT049,928.0
NCH42,OUT049,3968.0
FDF46,OUT018,1440.0
DRL35,OUT046,800.0
FDW46,OUT049,960.0
FDB58,OUT046,2368.0
FDD47,OUT018,2304.0
NCO17,OUT045,1888.0
FDJ26,OUT017,3872.0
FDU37,OUT045,1152.0
